/Q (modelFiles=gpdk045.scs:ss) X,/Q (modelFiles=gpdk045.scs:ss) Y,/QB (modelFiles=gpdk045.scs:ss) X,/QB (modelFiles=gpdk045.scs:ss) Y
0,0.7999998825044723,0,0.009283697214183203
0.02,0.7999998345188428,0.02,-0.009767000827723473
0.04,0.7999997482167842,0.04,-0.02578122071537764
0.06,0.7999995892115779,0.06,-0.03936752967249087
0.08,0.7999992897637318,0.08,-0.05090269683291512
0.1,0.7999987142288496,0.1,-0.06065033808031953
0.12,0.7999975866057777,0.12,-0.06881435403290802
0.14,0.7999953366186591,0.14,-0.07557002580908977
0.16,0.7999907687915003,0.16,-0.08108143569533685
0.18,0.7999813429928301,0.18,-0.08550921431092086
0.2,0.7999615933785148,0.2,-0.08901121147801923
0.22,0.7999196150616622,0.22,-0.09173867433283821
0.24,0.799829208838556,0.24,-0.09383059908296569
0.26,0.7996320293478968,0.26,-0.09540853202466128
0.28,0.7991958390761422,0.28,-0.0965731878295554
0.3,0.7982137154088275,0.3,-0.09740323090263986
0.32,0.7959426696743072,0.32,-0.09795583680872688
0.34,0.7903740864760129,0.34,-0.09826833016564072
0.36,0.7746481395484918,0.36,-0.09836052127140262
0.3800000000000001,0.6773625062198948,0.3800000000000001,-0.09823677264678356
0.4000000000000001,0.396540387231045,0.4000000000000001,-0.09788845314133177
0.4200000000000001,0.3395199294412877,0.4200000000000001,-0.09729623124574197
0.4400000000000001,0.3120081303638614,0.4400000000000001,-0.0964327373939405
0.4600000000000001,0.2912795032385085,0.4600000000000001,-0.09526599544754441
0.4800000000000001,0.2731439087624254,0.4800000000000001,-0.09376346983159116
0.5000000000000001,0.2560622708849252,0.5000000000000001,-0.09189793401866354
0.5200000000000001,0.2395094643378971,0.5200000000000001,-0.08965350059285716
0.5400000000000001,0.2232644086736797,0.5400000000000001,-0.08703212517081045
0.5600000000000002,0.2072402605193219,0.5600000000000002,-0.08405874772676362
0.5800000000000002,0.1914101082672919,0.5800000000000002,-0.08078285376080913
0.6000000000000002,0.1757771865354227,0.6000000000000002,-0.07727448360853754
0.6200000000000002,0.1603667233375328,0.6200000000000002,-0.07361530774609104
0.6400000000000002,0.1452328797618087,0.6400000000000002,-0.0698883486423483
0.6600000000000003,0.130487245730103,0.6600000000000003,-0.0661699690400976
0.6800000000000003,0.1163668007969807,0.6800000000000003,-0.06252533606009658
0.7000000000000003,0.1033098101485878,0.7000000000000003,-0.05900665929910293
0.7200000000000003,0.09181533873379195,0.7200000000000003,-0.05565311826223593
0.7400000000000003,0.08207543192339864,0.7400000000000003,-0.05249172525070461
0.7600000000000003,0.07393481183686101,0.7600000000000003,-0.04953870826853961
0.7800000000000004,0.06712442664618448,0.7800000000000004,-0.04680117557770655
0.8000000000000004,0.06139433474154087,0.8000000000000004,-0.04427889229444264
0.8200000000000004,0.05654090533116003,0.8200000000000004,-0.04196603031807658
0.8400000000000004,0.0524026840524562,0.8400000000000004,-0.03985278115723603
0.8600000000000004,0.04885170380040867,0.8600000000000004,-0.03792675567062662
0.8800000000000004,0.04578593532758244,0.8800000000000004,-0.03617413177027502
0.9000000000000005,0.04312348597756934,0.9000000000000005,-0.03458054428844305
0.9200000000000005,0.04079822225798742,0.9200000000000005,-0.03313173589729983
0.9400000000000005,0.03875644311453727,0.9400000000000005,-0.03181400275264441
0.9600000000000005,0.03695432210608506,0.9600000000000005,-0.03061447449724922
0.9800000000000005,0.03535592075986903,0.9800000000000005,-0.02952126777904778
1,0.03393163447201097,1,-0.02852354808804146
