/BL (modelFiles=gpdk045.scs:ff) X,/BL (modelFiles=gpdk045.scs:ff) Y,/BLB (modelFiles=gpdk045.scs:ff) X,/BLB (modelFiles=gpdk045.scs:ff) Y,/Q (modelFiles=gpdk045.scs:ff) X,/Q (modelFiles=gpdk045.scs:ff) Y,/QB (modelFiles=gpdk045.scs:ff) X,/QB (modelFiles=gpdk045.scs:ff) Y,/VDD (modelFiles=gpdk045.scs:ff) X,/VDD (modelFiles=gpdk045.scs:ff) Y,/WL (modelFiles=gpdk045.scs:ff) X,/WL (modelFiles=gpdk045.scs:ff) Y,/V0/PLUS (modelFiles=gpdk045.scs:ff) X,/V0/PLUS (modelFiles=gpdk045.scs:ff) Y
2.002268352299e-09,1.2,2.002268352299e-09,0,2.002268352299e-09,1.000924194344762e-06,2.002268352299e-09,1.199998064380047,2.002268352299e-09,1.2,2.002268352299e-09,0,2.002268352299e-09,7.507447765725762e-10
2.004514396106e-09,1.2,2.004514396106e-09,0,2.004514396106e-09,1.138990289036183e-06,2.004514396106e-09,1.199997658393395,2.004514396106e-09,1.2,2.004514396106e-09,0,2.004514396106e-09,-1.866738544013774e-09
2.00900648372e-09,1.2,2.00900648372e-09,0,2.00900648372e-09,1.254314564447588e-06,2.00900648372e-09,1.199997207601783,2.00900648372e-09,1.2,2.00900648372e-09,0,2.00900648372e-09,6.359296293769612e-10
2.017990658948e-09,1.2,2.017990658948e-09,0,2.017990658948e-09,1.310676879174124e-06,2.017990658948e-09,1.199997013229642,2.017990658948e-09,1.2,2.017990658948e-09,0,2.017990658948e-09,-1.926953960210978e-09
2.035959009403e-09,1.2,2.035959009403e-09,0,2.035959009403e-09,1.309272492223337e-06,2.035959009403e-09,1.199996998204112,2.035959009403e-09,1.2,2.035959009403e-09,0,2.035959009403e-09,6.083396730478812e-10
2.071895710313e-09,1.2,2.071895710313e-09,0,2.071895710313e-09,1.310089672413809e-06,2.071895710313e-09,1.199997012339587,2.071895710313e-09,1.2,2.071895710313e-09,0,2.071895710313e-09,-1.924358509039185e-09
2.143769112135e-09,1.2,2.143769112135e-09,0,2.143769112135e-09,1.30993846156535e-06,2.143769112135e-09,1.199996996856678,2.143769112135e-09,1.2,2.143769112135e-09,0,2.143769112135e-09,6.07045280145846e-10
2.287515915777e-09,1.2,2.287515915777e-09,0,2.287515915777e-09,1.309856438505856e-06,2.287515915777e-09,1.199997012815887,2.287515915777e-09,1.2,2.287515915777e-09,0,2.287515915777e-09,-1.92373385976398e-09
2.575009523062e-09,1.2,2.575009523062e-09,0,2.575009523062e-09,1.310067116577998e-06,2.575009523062e-09,1.199996996668443,2.575009523062e-09,1.2,2.575009523062e-09,0,2.575009523062e-09,6.067392470042113e-10
2.99e-09,1.2,2.99e-09,0,2.99e-09,1.309789784456475e-06,2.99e-09,1.199997012912219,2.99e-09,1.2,2.99e-09,0,2.99e-09,-1.923562398042615e-09
2.990005212673e-09,1.2,2.990005212673e-09,0,2.990005212673e-09,2.757525330819326e-05,2.990005212673e-09,1.200024901992346,2.990005212673e-09,1.2,2.990005212673e-09,0.0006255208333138624,2.990005212673e-09,1.151785963804439e-06
2.99001563802e-09,1.2,2.99001563802e-09,0,2.99001563802e-09,8.465826294439181e-05,2.99001563802e-09,1.200086427835151,2.99001563802e-09,1.2,2.99001563802e-09,0.001876562499941587,2.99001563802e-09,1.80486797741643e-06
2.990036488715e-09,1.2,2.990036488715e-09,0,2.990036488715e-09,0.0001909928418830195,2.990036488715e-09,1.200204407196331,2.990036488715e-09,1.2,2.990036488715e-09,0.004378645833197037,2.990036488715e-09,1.393667664175938e-06
2.990078190104e-09,1.2,2.990078190104e-09,0,2.990078190104e-09,0.0003975215043110508,2.990078190104e-09,1.200435020946261,2.990078190104e-09,1.2,2.990078190104e-09,0.009382812499707937,2.990078190104e-09,1.696468334114374e-06
2.990161592881e-09,1.2,2.990161592881e-09,0,2.990161592881e-09,0.0007986770238982241,2.990161592881e-09,1.200886378126571,2.990161592881e-09,1.2,2.990161592881e-09,0.01939114583272973,2.990161592881e-09,1.450905678717707e-06
2.990328398437e-09,1.2,2.990328398437e-09,0,2.990328398437e-09,0.001542073161325918,2.990328398437e-09,1.201739268372092,2.990328398437e-09,1.2,2.990328398437e-09,0.03940781249877334,2.990328398437e-09,1.703307058586198e-06
2.990662009548e-09,1.2,2.990662009548e-09,0,2.990662009548e-09,0.002837762691069254,2.990662009548e-09,1.203278052176352,2.990662009548e-09,1.2,2.990662009548e-09,0.07944114583086052,2.990662009548e-09,1.518954085016939e-06
2.99132923177e-09,1.2,2.99132923177e-09,0,2.99132923177e-09,0.004853396961901538,2.99132923177e-09,1.205802502548566,2.99132923177e-09,1.2,2.99132923177e-09,0.1595078124950349,2.99132923177e-09,1.84009828829234e-06
