/BL (modelFiles=gpdk045.scs:tt) X,/BL (modelFiles=gpdk045.scs:tt) Y,/BLB (modelFiles=gpdk045.scs:tt) X,/BLB (modelFiles=gpdk045.scs:tt) Y,/Q (modelFiles=gpdk045.scs:tt) X,/Q (modelFiles=gpdk045.scs:tt) Y,/QB (modelFiles=gpdk045.scs:tt) X,/QB (modelFiles=gpdk045.scs:tt) Y,/VDD (modelFiles=gpdk045.scs:tt) X,/VDD (modelFiles=gpdk045.scs:tt) Y,/WL (modelFiles=gpdk045.scs:tt) X,/WL (modelFiles=gpdk045.scs:tt) Y,/V0/PLUS (modelFiles=gpdk045.scs:tt) X,/V0/PLUS (modelFiles=gpdk045.scs:tt) Y
2.990015640625e-09,1,2.990015640625e-09,0,2.990015640625e-09,6.658372383958054e-05,2.990015640625e-09,1.000071559586603,2.990015640625e-09,1,2.990015640625e-09,0.001564062500007413,2.990015640625e-09,1.195602594738452e-06
2.990036494791e-09,1,2.990036494791e-09,0,2.990036494791e-09,0.0001509758898249103,2.990036494791e-09,1.000166398671808,2.990036494791e-09,1,2.990036494791e-09,0.003649479166683963,2.990036494791e-09,8.979697065568096e-07
2.990078203125e-09,1,2.990078203125e-09,0,2.990078203125e-09,0.0003155450407114219,2.990078203125e-09,1.000352528554945,2.990078203125e-09,1,2.990078203125e-09,0.007820312500037063,2.990078203125e-09,1.130409463082342e-06
2.990161619791e-09,1,2.990161619791e-09,0,2.990161619791e-09,0.0006349211147880707,2.990161619791e-09,1.000717912970187,2.990161619791e-09,1,2.990161619791e-09,0.01616197916674326,2.990161619791e-09,9.324121959902975e-07
2.990328453125e-09,1,2.990328453125e-09,0,2.990328453125e-09,0.001227769688182238,2.990328453125e-09,1.001414207582939,2.990328453125e-09,1,2.990328453125e-09,0.03284531250015567,2.990328453125e-09,1.130827861093859e-06
2.990662119791e-09,1,2.990662119791e-09,0,2.990662119791e-09,0.002258344604936471,2.990662119791e-09,1.002689219941903,2.990662119791e-09,1,2.990662119791e-09,0.06621197916698048,2.990662119791e-09,9.679554557342761e-07
2.991329453125e-09,1,2.991329453125e-09,0,2.991329453125e-09,0.003813087935996449,2.991329453125e-09,1.004837530388642,2.991329453125e-09,1,2.991329453125e-09,0.1329453125006301,2.991329453125e-09,1.196398946549413e-06
2.992664119791e-09,1,2.992664119791e-09,0,2.992664119791e-09,0.005663901367001023,2.992664119791e-09,1.007992846603089,2.992664119791e-09,1,2.992664119791e-09,0.2664119791679293,2.992664119791e-09,1.137611054308665e-06
2.995333453125e-09,1,2.995333453125e-09,0,2.995333453125e-09,0.01034141201233974,2.995333453125e-09,1.009854821561471,2.995333453125e-09,1,2.995333453125e-09,0.5333453125025277,2.995333453125e-09,1.345366493007932e-06
2.998039205362e-09,1,2.998039205362e-09,0,2.998039205362e-09,0.03411879911168535,2.998039205362e-09,0.9737399694335725,2.998039205362e-09,1,2.998039205362e-09,0.8039205362215613,2.998039205362e-09,-5.636228981030849e-06
2.999019602681e-09,1,2.999019602681e-09,0,2.999019602681e-09,0.05117117030013636,2.999019602681e-09,0.938016350538721,2.999019602681e-09,1,2.999019602681e-09,0.90196026811076,2.999019602681e-09,-9.807313890916678e-06
2.99950980134e-09,1,2.99950980134e-09,0,2.99950980134e-09,0.06256989450438362,2.99950980134e-09,0.911977633030562,2.99950980134e-09,1,2.99950980134e-09,0.95098013405538,2.99950980134e-09,-1.056452158137646e-05
3e-09,1,3e-09,0,3e-09,0.07653274807184585,3e-09,0.87963894952121,3e-09,1,3e-09,1,3e-09,-1.205761346504476e-05
3.000005213541e-09,1,3.000005213541e-09,0,3.000005213541e-09,0.07664354328373597,3.000005213541e-09,0.8792297561083008,3.000005213541e-09,1,3.000005213541e-09,1,3.000005213541e-09,-1.325408607535299e-05
3.000015640625e-09,1,3.000015640625e-09,0,3.000015640625e-09,0.07684387193961041,3.000015640625e-09,0.8783993613003275,3.000015640625e-09,1,3.000015640625e-09,1,3.000015640625e-09,-1.424661923072108e-05
3.000020854166e-09,1,3.000020854166e-09,0,3.000020854166e-09,0.07693764163957176,3.000020854166e-09,0.8779808673931131,3.000020854166e-09,1,3.000020854166e-09,1,3.000020854166e-09,-1.400501828804262e-05
3.000023460937e-09,1,3.000023460937e-09,0,3.000023460937e-09,0.07698625435069915,3.000023460937e-09,0.8777727059907922,3.000023460937e-09,1,3.000023460937e-09,1,3.000023460937e-09,-1.39789919156111e-05
3.000028674479e-09,1,3.000028674479e-09,0,3.000028674479e-09,0.07708273931461461,3.000028674479e-09,0.8773560403894172,3.000028674479e-09,1,3.000028674479e-09,1,3.000028674479e-09,-1.401065640040503e-05
3.000039101562e-09,1,3.000039101562e-09,0,3.000039101562e-09,0.07727599545988247,3.000039101562e-09,0.8765230292083892,3.000039101562e-09,1,3.000039101562e-09,1,3.000039101562e-09,-1.399393471776743e-05
3.000059955729e-09,1,3.000059955729e-09,0,3.000059955729e-09,0.07766332328922049,3.000059955729e-09,0.8748580222861102,3.000059955729e-09,1,3.000059955729e-09,1,3.000059955729e-09,-1.402590987083795e-05
3.000101664062e-09,1,3.000101664062e-09,0,3.000101664062e-09,0.07844154233893878,3.000101664062e-09,0.8715324461645492,3.000101664062e-09,1,3.000101664062e-09,1,3.000101664062e-09,-1.403055692216806e-05
3.000185080729e-09,1,3.000185080729e-09,0,3.000185080729e-09,0.08001277750423581,3.000185080729e-09,0.8648996196258577,3.000185080729e-09,1,3.000185080729e-09,1,3.000185080729e-09,-1.409306113863065e-05
3.000351914062e-09,1,3.000351914062e-09,0,3.000351914062e-09,0.08321993030648211,3.000351914062e-09,0.8517105251948505,3.000351914062e-09,1,3.000351914062e-09,1,3.000351914062e-09,-1.414860150918592e-05
3.000685580729e-09,1,3.000685580729e-09,0,3.000685580729e-09,0.08992819814241662,3.000685580729e-09,0.8256326296190979,3.000685580729e-09,1,3.000685580729e-09,1,3.000685580729e-09,-1.422258137453406e-05
3.001352914062e-09,1,3.001352914062e-09,0,3.001352914062e-09,0.1046921895459264,3.001352914062e-09,0.774441380433632,3.001352914062e-09,1,3.001352914062e-09,1,3.001352914062e-09,-1.392768454358326e-05
3.002687580728e-09,1,3.002687580728e-09,0,3.002687580728e-09,0.1389128860758422,3.002687580728e-09,0.6738934787080426,3.002687580728e-09,1,3.002687580728e-09,1,3.002687580728e-09,-1.253028839231989e-05
3.004642743942e-09,1,3.004642743942e-09,0,3.004642743942e-09,0.1880159698504197,3.004642743942e-09,0.5253555665972089,3.004642743942e-09,1,3.004642743942e-09,1,3.004642743942e-09,-1.135066150739981e-05
3.006350908293e-09,1,3.006350908293e-09,0,3.006350908293e-09,0.2218778595252376,3.006350908293e-09,0.39465074864511,3.006350908293e-09,1,3.006350908293e-09,1,3.006350908293e-09,-1.192356558440478e-05
3.00846347935e-09,1,3.00846347935e-09,0,3.00846347935e-09,0.2616206373798231,3.00846347935e-09,0.2519874622478227,3.00846347935e-09,1,3.00846347935e-09,1,3.00846347935e-09,-1.423261412624724e-05
3.010237708791e-09,1,3.010237708791e-09,0,3.010237708791e-09,0.3048931015544418,3.010237708791e-09,0.1618531131226781,3.010237708791e-09,1,3.010237708791e-09,1,3.010237708791e-09,-1.500657784555364e-05
3.012144862333e-09,1,3.012144862333e-09,0,3.012144862333e-09,0.3646435435863943,3.012144862333e-09,0.09905514505688769,3.012144862333e-09,1,3.012144862333e-09,1,3.012144862333e-09,-1.527741382081083e-05
3.015078970541e-09,1,3.015078970541e-09,0,3.015078970541e-09,0.4747546879971213,3.015078970541e-09,0.04933278100263782,3.015078970541e-09,1,3.015078970541e-09,1,3.015078970541e-09,-1.479298443184134e-05
3.017254192195e-09,1,3.017254192195e-09,0,3.017254192195e-09,0.5633346531843156,3.017254192195e-09,0.03349906270572253,3.017254192195e-09,1,3.017254192195e-09,1,3.017254192195e-09,-1.456582144471541e-05
3.019548440134e-09,1,3.019548440134e-09,0,3.019548440134e-09,0.6541996584822646,3.019548440134e-09,0.02510211245935056,3.019548440134e-09,1,3.019548440134e-09,1,3.019548440134e-09,-1.35079770846938e-05
3.022097914813e-09,1,3.022097914813e-09,0,3.022097914813e-09,0.7461878928432477,3.022097914813e-09,0.01907628218308414,3.022097914813e-09,1,3.022097914813e-09,1,3.022097914813e-09,-1.255998025105868e-05
3.025251357051e-09,1,3.025251357051e-09,0,3.025251357051e-09,0.8408727792038334,3.025251357051e-09,0.01298873038396925,3.025251357051e-09,1,3.025251357051e-09,1,3.025251357051e-09,-9.669991826418773e-06
3.029121605403e-09,1,3.029121605403e-09,0,3.029121605403e-09,0.9194349737218954,3.029121605403e-09,0.007166690153383936,3.029121605403e-09,1,3.029121605403e-09,1,3.029121605403e-09,-5.819248019472864e-06
3.033276990104e-09,1,3.033276990104e-09,0,3.033276990104e-09,0.9631159745206176,3.033276990104e-09,0.003346903514022028,3.033276990104e-09,1,3.033276990104e-09,1,3.033276990104e-09,-2.556645090682596e-06
3.037072359205e-09,1,3.037072359205e-09,0,3.037072359205e-09,0.9821516797668911,3.037072359205e-09,0.001640234755103085,3.037072359205e-09,1,3.037072359205e-09,1,3.037072359205e-09,-1.529816187686025e-06
3.040858675972e-09,1,3.040858675972e-09,0,3.040858675972e-09,0.9914415429212551,3.040858675972e-09,0.0007936831167739245,3.040858675972e-09,1,3.040858675972e-09,1,3.040858675972e-09,-4.878212109797018e-07
3.045176402889e-09,1,3.045176402889e-09,0,3.045176402889e-09,0.9963685978110592,3.045176402889e-09,0.0003392578411214407,3.045176402889e-09,1,3.045176402889e-09,1,3.045176402889e-09,-4.539126278982255e-07
3.050647723915e-09,1,3.050647723915e-09,0,3.050647723915e-09,0.998834828024954,3.050647723915e-09,0.0001085258346156617,3.050647723915e-09,1,3.050647723915e-09,1,3.050647723915e-09,8.041012768566849e-08
3.057756418285e-09,1,3.057756418285e-09,0,3.057756418285e-09,0.9997694015196802,3.057756418285e-09,2.208823530797198e-05,3.057756418285e-09,1,3.057756418285e-09,1,3.057756418285e-09,-1.890340307802262e-07
3.067428815652e-09,1,3.067428815652e-09,0,3.067428815652e-09,0.999989031299664,3.067428815652e-09,5.67555077359241e-07,3.067428815652e-09,1,3.067428815652e-09,1,3.067428815652e-09,1.699196229993601e-07
3.081593213097e-09,1,3.081593213097e-09,0,3.081593213097e-09,1.000001777189801,3.081593213097e-09,3.164678165819911e-07,3.081593213097e-09,1,3.081593213097e-09,1,3.081593213097e-09,-1.705530520777891e-07
3.105322261591e-09,1,3.105322261591e-09,0,3.105322261591e-09,0.9999989080551794,3.105322261591e-09,-3.146391443892233e-07,3.105322261591e-09,1,3.105322261591e-09,1,3.105322261591e-09,1.705037018153493e-07
3.152780358578e-09,1,3.152780358578e-09,0,3.152780358578e-09,1.000000490209916,3.152780358578e-09,3.76650627386996e-07,3.152780358578e-09,1,3.152780358578e-09,1,3.152780358578e-09,-1.705355393973458e-07
3.247696552553e-09,1,3.247696552553e-09,0,3.247696552553e-09,0.9999992486214764,3.247696552553e-09,-2.18089767177112e-07,3.247696552553e-09,1,3.247696552553e-09,1,3.247696552553e-09,1.704696640680933e-07
3.437528940502999e-09,1,3.437528940502999e-09,0,3.437528940502999e-09,1.000000375442778,3.437528940502999e-09,1.520900586473175e-07,3.437528940502999e-09,1,3.437528940502999e-09,1,3.437528940502999e-09,-1.705142171903283e-07
3.817193716401e-09,1,3.817193716401e-09,0,3.817193716401e-09,0.9999992858183117,3.817193716401e-09,6.291345450530056e-08,3.817193716401e-09,1,3.817193716401e-09,1,3.817193716401e-09,1.704573253031904e-07
4.417193716400999e-09,1,4.417193716400999e-09,0,4.417193716400999e-09,1.000000367492035,4.417193716400999e-09,-1.315771953357597e-07,4.417193716400999e-09,1,4.417193716400999e-09,1,4.417193716400999e-09,-1.705064041191874e-07
5.017193716401e-09,1,5.017193716401e-09,0,5.017193716401e-09,0.9999992976680551,5.017193716401e-09,2.513014302636513e-07,5.017193716401e-09,1,5.017193716401e-09,1,5.017193716401e-09,1.704520926062619e-07
5.617193716400999e-09,1,5.617193716400999e-09,0,5.617193716400999e-09,1.000000339041665,5.617193716400999e-09,-1.76384725294406e-07,5.617193716400999e-09,1,5.617193716400999e-09,1,5.617193716400999e-09,-1.705031201216999e-07
5.999999999999999e-09,1,5.999999999999999e-09,0,5.999999999999999e-09,0.9999993402072969,5.999999999999999e-09,2.423429942168988e-07,5.999999999999999e-09,1,5.999999999999999e-09,1,5.999999999999999e-09,1.704486226165436e-07
6.000005213541e-09,1,6.000005213541e-09,0,6.000005213541e-09,0.9999710182177188,6.000005213541e-09,-4.189696079641017e-05,6.000005213541e-09,1,6.000005213541e-09,0.9994786458333722,6.000005213541e-09,-1.31528722575344e-06
6.000015640625e-09,1,6.000015640625e-09,0,6.000015640625e-09,0.9999052092031339,6.000015640625e-09,-0.0001440654292646877,6.000015640625e-09,1,6.000015640625e-09,0.9984359375001166,6.000015640625e-09,-2.461810504919479e-06
6.000020854165999e-09,1,6.000020854165999e-09,0,6.000020854165999e-09,0.9998710255370329,6.000020854165999e-09,-0.0001980242221148587,6.000020854165999e-09,1,6.000020854165999e-09,0.9979145833334888,6.000020854165999e-09,-2.104353653204564e-06
6.000031281248999e-09,1,6.000031281248999e-09,0,6.000031281248999e-09,0.9998059348043292,6.000031281248999e-09,-0.0002988903172723662,6.000031281248999e-09,1,6.000031281248999e-09,0.9968718750002332,6.000031281248999e-09,-2.093193519822399e-06
6.000052135415999e-09,1,6.000052135415999e-09,0,6.000052135415999e-09,0.9996760442063166,6.000052135415999e-09,-0.0005000076235390992,6.000052135415999e-09,1,6.000052135415999e-09,0.994786458333722,6.000052135415999e-09,-2.074810750413341e-06
6.000093843749e-09,1,6.000093843749e-09,0,6.000093843749e-09,0.9994220409299808,6.000093843749e-09,-0.0008901252664631226,6.000093843749e-09,1,6.000093843749e-09,0.9906156250006996,6.000093843749e-09,-2.041966373588009e-06
6.000177260415999e-09,1,6.000177260415999e-09,0,6.000177260415999e-09,0.9989324484161206,6.000177260415999e-09,-0.001630555390172963,6.000177260415999e-09,1,6.000177260415999e-09,0.9822739583346548,6.000177260415999e-09,-1.979895700371458e-06
6.000344093748999e-09,1,6.000344093748999e-09,0,6.000344093748999e-09,0.9980240525154938,6.000344093748999e-09,-0.0029624267055955,6.000344093748999e-09,1,6.000344093748999e-09,0.9655906250025652,6.000344093748999e-09,-1.873483295765718e-06
6.000677760416e-09,1,6.000677760416e-09,0,6.000677760416e-09,0.9964443885331721,6.000677760416e-09,-0.005141234587343488,6.000677760416e-09,1,6.000677760416e-09,0.932223958338386,6.000677760416e-09,-1.717850665969721e-06
6.001345093749e-09,1,6.001345093749e-09,0,6.001345093749e-09,0.9939861267957502,6.001345093749e-09,-0.008161485085698238,6.001345093749e-09,1,6.001345093749e-09,0.8654906250100276,6.001345093749e-09,-1.557830072763381e-06
6.002679760415999e-09,1,6.002679760415999e-09,0,6.002679760415999e-09,0.9907250198513998,6.002679760415999e-09,-0.01150494081337919,6.002679760415999e-09,1,6.002679760415999e-09,0.7320239583533108,6.002679760415999e-09,-1.517982105753794e-06
6.004464719314999e-09,1,6.004464719314999e-09,0,6.004464719314999e-09,0.9883224234843256,6.004464719314999e-09,-0.01320863047729787,6.004464719314999e-09,1,6.004464719314999e-09,0.5535280684706774,6.004464719314999e-09,-1.495767359841458e-06
6.007080162621e-09,1,6.007080162621e-09,0,6.007080162621e-09,0.9874882234791607,6.007080162621e-09,-0.01028756911101026,6.007080162621e-09,1,6.007080162621e-09,0.2919837378844555,6.007080162621e-09,-1.109122112802525e-06
6.00854008131e-09,1,6.00854008131e-09,0,6.00854008131e-09,0.9873243291451587,6.00854008131e-09,-0.008216123371001763,6.00854008131e-09,1,6.00854008131e-09,0.1459918689421864,6.00854008131e-09,-1.458284047939272e-06
