/BL (modelFiles=gpdk045.scs:ss) X,/BL (modelFiles=gpdk045.scs:ss) Y,/BLB (modelFiles=gpdk045.scs:ss) X,/BLB (modelFiles=gpdk045.scs:ss) Y,/Q (modelFiles=gpdk045.scs:ss) X,/Q (modelFiles=gpdk045.scs:ss) Y,/QB (modelFiles=gpdk045.scs:ss) X,/QB (modelFiles=gpdk045.scs:ss) Y,/VDD (modelFiles=gpdk045.scs:ss) X,/VDD (modelFiles=gpdk045.scs:ss) Y,/WL (modelFiles=gpdk045.scs:ss) X,/WL (modelFiles=gpdk045.scs:ss) Y,/V0/PLUS (modelFiles=gpdk045.scs:ss) X,/V0/PLUS (modelFiles=gpdk045.scs:ss) Y
0,0,0,0.8,0,0.3601160273480223,0,0.360113183082731,0,0.8,0,0,0,-2.585119451977301e-08
3e-11,0,3e-11,0.8,3e-11,0.3601160273093633,3e-11,0.3601131830798727,3e-11,0.8,3e-11,0,3e-11,-2.58512025854204e-08
8.999999999999999e-11,0,8.999999999999999e-11,0.8,8.999999999999999e-11,0.360116027234095,8.999999999999999e-11,0.3601131830820083,8.999999999999999e-11,0.8,8.999999999999999e-11,0,8.999999999999999e-11,-2.585120259540756e-08
2.1e-10,0,2.1e-10,0.8,2.1e-10,0.3601160270874781,2.1e-10,0.3601131831008061,2.1e-10,0.8,2.1e-10,0,2.1e-10,-2.585120261102587e-08
4.499999999999999e-10,0,4.499999999999999e-10,0.8,4.499999999999999e-10,0.3601160267869882,4.499999999999999e-10,0.3601131832242583,4.499999999999999e-10,0.8,4.499999999999999e-10,0,4.499999999999999e-10,-2.585120263872489e-08
9.299999999999999e-10,0,9.299999999999999e-10,0.8,9.299999999999999e-10,0.3601160260142076,9.299999999999999e-10,0.3601131838310295,9.299999999999999e-10,0.8,9.299999999999999e-10,0,9.299999999999999e-10,-2.585120265615229e-08
1.53e-09,0,1.53e-09,0.8,1.53e-09,0.3601160241894786,1.53e-09,0.3601131855998166,1.53e-09,0.8,1.53e-09,0,1.53e-09,-2.585120266802793e-08
1.99e-09,0,1.99e-09,0.8,1.99e-09,0.3601160215374887,1.99e-09,0.360113188243405,1.99e-09,0.8,1.99e-09,0,1.99e-09,-2.585120266431758e-08
1.990083437499e-09,0.006674999999993557,1.990083437499e-09,0.7933250000000065,1.990083437499e-09,0.3601167991726313,1.990083437499e-09,0.3601124588225879,1.990083437499e-09,0.8,1.990083437499e-09,0,1.990083437499e-09,-2.58067452335453e-08
1.990250312499e-09,0.02002499999998067,1.990250312499e-09,0.7799750000000194,1.990250312499e-09,0.3601168436910793,1.990250312499e-09,0.3601124285095275,1.990250312499e-09,0.8,1.990250312499e-09,0,1.990250312499e-09,-2.588190619350339e-08
1.990584062499e-09,0.0467249999999549,1.990584062499e-09,0.7532750000000451,1.990584062499e-09,0.3601168036368876,1.990584062499e-09,0.3601124564126142,1.990584062499e-09,0.8,1.990584062499e-09,0,1.990584062499e-09,-2.582630114062381e-08
1.991142928614e-09,0.09143428912953006,1.991142928614e-09,0.7085657108704699,1.991142928614e-09,0.3601168446012238,1.991142928614e-09,0.3601124289123593,1.991142928614e-09,0.8,1.991142928614e-09,0,1.991142928614e-09,-2.587224005134464e-08
1.992260660842e-09,0.1808528673886804,1.992260660842e-09,0.6191471326113197,1.992260660842e-09,0.3601168040951929,1.992260660842e-09,0.3601124568693476,1.992260660842e-09,0.8,1.992260660842e-09,0,1.992260660842e-09,-2.583191159701681e-08
1.994496125298e-09,0.359690023906981,1.994496125298e-09,0.4403099760930191,1.994496125298e-09,0.3601167393999381,1.994496125298e-09,0.3601124084729483,1.994496125298e-09,0.8,1.994496125298e-09,0,1.994496125298e-09,-2.587830953833804e-08
1.997248062649e-09,0.579845011953507,1.997248062649e-09,0.220154988046493,1.997248062649e-09,0.360116667078291,1.997248062649e-09,0.360112550192122,1.997248062649e-09,0.8,1.997248062649e-09,0,1.997248062649e-09,-2.58202310248599e-08
2e-09,0.8,2e-09,0,2e-09,0.3601166940945231,2e-09,0.3601124865123345,2e-09,0.8,2e-09,0,2e-09,-2.58842174190609e-08
2.0000834375e-09,0.8,2.0000834375e-09,0,2.0000834375e-09,0.3601159464737674,2.0000834375e-09,0.3601132798604801,2.0000834375e-09,0.8,2.0000834375e-09,0,2.0000834375e-09,-2.580928032667774e-08
2.0002503125e-09,0.8,2.0002503125e-09,0,2.0002503125e-09,0.3601159141215412,2.0002503125e-09,0.3601133259438422,2.0002503125e-09,0.8,2.0002503125e-09,0,2.0002503125e-09,-2.587986350098487e-08
2.000584062499e-09,0.8,2.000584062499e-09,0,2.000584062499e-09,0.3601159478393218,2.000584062499e-09,0.3601132793752764,2.000584062499e-09,0.8,2.000584062499e-09,0,2.000584062499e-09,-2.582867271221413e-08
2.001142953934e-09,0.8,2.001142953934e-09,0,2.001142953934e-09,0.3601159171507006,2.001142953934e-09,0.3601133224322404,2.001142953934e-09,0.8,2.001142953934e-09,0,2.001142953934e-09,-2.587020238312676e-08
2.002260736804e-09,0.8,2.002260736804e-09,0,2.002260736804e-09,0.3601159533064863,2.002260736804e-09,0.3601132740877048,2.002260736804e-09,0.8,2.002260736804e-09,0,2.002260736804e-09,-2.583391567616524e-08
2.004496302544e-09,0.8,2.004496302544e-09,0,2.004496302544e-09,0.3601159286242661,2.004496302544e-09,0.3601133106458195,2.004496302544e-09,0.8,2.004496302544e-09,0,2.004496302544e-09,-2.586763448646643e-08
2.008967434024e-09,0.8,2.008967434024e-09,0,2.008967434024e-09,0.3601159760745965,2.008967434024e-09,0.3601132510297189,2.008967434024e-09,0.8,2.008967434024e-09,0,2.008967434024e-09,-2.583518642246375e-08
