capacity_bytes,total_bits,rows,columns,word_width_bits,column_mux_factor,banks,technology_node_nm,device_roadmap,subarray_rows,subarray_columns,area_um2,area_mm2,area_efficiency_percent,read_latency_ns,write_latency_ns,read_energy_pj,write_energy_pj,leakage_power_uw,config_path,raw_output_path
2048,16384,128,128,8,16,1,45,LSTP,128,128,6196.781000,0.006197,78.168000,0.882077,0.882077,1.354000,0.321000,0.485401,sram_analysis_plots/array/logs/configs/baseline.cfg,sram_analysis_plots/array/logs/baseline_nvsim_output.txt
