/BL (modelFiles=gpdk045.scs:tt) X,/BL (modelFiles=gpdk045.scs:tt) Y,/BLB (modelFiles=gpdk045.scs:tt) X,/BLB (modelFiles=gpdk045.scs:tt) Y,/Q (modelFiles=gpdk045.scs:tt) X,/Q (modelFiles=gpdk045.scs:tt) Y,/QB (modelFiles=gpdk045.scs:tt) X,/QB (modelFiles=gpdk045.scs:tt) Y,/VDD (modelFiles=gpdk045.scs:tt) X,/VDD (modelFiles=gpdk045.scs:tt) Y,/WL (modelFiles=gpdk045.scs:tt) X,/WL (modelFiles=gpdk045.scs:tt) Y,/V0/PLUS (modelFiles=gpdk045.scs:tt) X,/V0/PLUS (modelFiles=gpdk045.scs:tt) Y
4.043660207985e-09,1,4.043660207985e-09,0,4.043660207985e-09,0.9981315588694576,4.043660207985e-09,0.0002262277931366927,4.043660207985e-09,1,4.043660207985e-09,1,4.043660207985e-09,-4.059422010103782e-07
4.049337902475999e-09,1,4.049337902475999e-09,0,4.049337902475999e-09,0.9995446060541734,4.049337902475999e-09,5.352263333550163e-05,4.049337902475999e-09,1,4.049337902475999e-09,1,4.049337902475999e-09,1.89851035152199e-07
4.056830308037999e-09,1,4.056830308037999e-09,0,4.056830308037999e-09,0.9999506296706817,4.056830308037999e-09,7.265299993336978e-06,4.056830308037999e-09,1,4.056830308037999e-09,1,4.056830308037999e-09,-2.364542537982185e-07
4.067464401073e-09,1,4.067464401073e-09,0,4.067464401073e-09,1.000003130963609,4.067464401073e-09,-1.620305769309558e-06,4.067464401073e-09,1,4.067464401073e-09,1,4.067464401073e-09,2.318664153086479e-07
4.084320076374999e-09,1,4.084320076374999e-09,0,4.084320076374999e-09,0.9999991400970242,4.084320076374999e-09,1.317830801200494e-06,4.084320076374999e-09,1,4.084320076374999e-09,1,4.084320076374999e-09,-2.315419546054125e-07
4.116564084809e-09,1,4.116564084809e-09,0,4.116564084809e-09,1.000000162966884,4.116564084809e-09,-1.18104600731416e-06,4.116564084809e-09,1,4.116564084809e-09,1,4.116564084809e-09,2.313861585042666e-07
4.181052101677e-09,1,4.181052101677e-09,0,4.181052101677e-09,0.9999997406093826,4.181052101677e-09,1.1926652807871e-06,4.181052101677e-09,1,4.181052101677e-09,1,4.181052101677e-09,-2.313829315579319e-07
4.310028135413999e-09,1,4.310028135413999e-09,0,4.310028135413999e-09,0.9999999596038613,4.310028135413999e-09,-1.086344264319865e-06,4.310028135413999e-09,1,4.310028135413999e-09,1,4.310028135413999e-09,2.31316702511739e-07
4.5e-09,1,4.5e-09,0,4.5e-09,0.9999998324108373,4.5e-09,1.094495303539621e-06,4.5e-09,1,4.5e-09,1,4.5e-09,-2.313464399642155e-07
4.594985932292e-09,1,4.594985932292e-09,0,4.594985932292e-09,0.9999998629713964,4.594985932292e-09,3.375430921154971e-08,4.594985932292e-09,1,4.594985932292e-09,1,4.594985932292e-09,-2.87865070448287e-11
4.642478898438999e-09,1,4.642478898438999e-09,0,4.642478898438999e-09,0.9999998893336663,4.642478898438999e-09,2.4581803993061e-08,4.642478898438999e-09,1,4.642478898438999e-09,1,4.642478898438999e-09,-1.588703054862096e-11
4.737464830732e-09,1,4.737464830732e-09,0,4.737464830732e-09,0.9999998704833811,4.737464830732e-09,3.2347969550927e-08,4.737464830732e-09,1,4.737464830732e-09,1,4.737464830732e-09,-2.802584365039923e-11
4.927436695317999e-09,1,4.927436695317999e-09,0,4.927436695317999e-09,0.9999998864684976,4.927436695317999e-09,2.516348846286258e-08,4.927436695317999e-09,1,4.927436695317999e-09,1,4.927436695317999e-09,-1.618202853858957e-11
5.307380424489999e-09,1,5.307380424489999e-09,0,5.307380424489999e-09,0.9999998714933264,5.307380424489999e-09,3.212704161083503e-08,5.307380424489999e-09,1,5.307380424489999e-09,1,5.307380424489999e-09,-2.789379088597661e-11
5.90738042449e-09,1,5.90738042449e-09,0,5.90738042449e-09,0.9999998860664702,5.90738042449e-09,2.525924860343554e-08,5.90738042449e-09,1,5.90738042449e-09,1,5.90738042449e-09,-1.625098161840259e-11
5.989999999999999e-09,1,5.989999999999999e-09,0,5.989999999999999e-09,0.9999998733346677,5.989999999999999e-09,3.171466878479859e-08,5.989999999999999e-09,1,5.989999999999999e-09,1,5.989999999999999e-09,-2.769922116461676e-11
5.990005213541e-09,1,5.990005213541e-09,0,5.990005213541e-09,0.9999726194823838,5.990005213541e-09,-4.095129931528175e-05,5.990005213541e-09,1,5.990005213541e-09,0.9994786458332895,5.990005213541e-09,-1.499944968752122e-06
5.990015640624999e-09,1,5.990015640624999e-09,0,5.990015640624999e-09,0.9999101025447132,5.990015640624999e-09,-0.0001391649061316412,5.990015640624999e-09,1,5.990015640624999e-09,0.9984359374998686,5.990015640624999e-09,-2.668502256717678e-06
