/BL (modelFiles=gpdk045.scs:ss) X,/BL (modelFiles=gpdk045.scs:ss) Y,/BLB (modelFiles=gpdk045.scs:ss) X,/BLB (modelFiles=gpdk045.scs:ss) Y,/Q (modelFiles=gpdk045.scs:ss) X,/Q (modelFiles=gpdk045.scs:ss) Y,/QB (modelFiles=gpdk045.scs:ss) X,/QB (modelFiles=gpdk045.scs:ss) Y,/VDD (modelFiles=gpdk045.scs:ss) X,/VDD (modelFiles=gpdk045.scs:ss) Y,/WL (modelFiles=gpdk045.scs:ss) X,/WL (modelFiles=gpdk045.scs:ss) Y,/V0/PLUS (modelFiles=gpdk045.scs:ss) X,/V0/PLUS (modelFiles=gpdk045.scs:ss) Y
0,0,0,0.8,0,3.802855115008688e-08,0,0.7999998482926591,0,0.8,0,0.8,0,-1.119927229562997e-11
3e-11,0,3e-11,0.8,3e-11,3.8028555754374e-08,3e-11,0.7999998482928111,3e-11,0.8,3e-11,0.8,3e-11,-1.119921897680727e-11
8.999999999999999e-11,0,8.999999999999999e-11,0.8,8.999999999999999e-11,3.802855226636604e-08,8.999999999999999e-11,0.7999998482928581,8.999999999999999e-11,0.8,8.999999999999999e-11,0.8,8.999999999999999e-11,-1.119921742492407e-11
2.1e-10,0,2.1e-10,0.8,2.1e-10,3.80285478021135e-08,2.1e-10,0.799999848292711,2.1e-10,0.8,2.1e-10,0.8,2.1e-10,-1.119922585292593e-11
4.499999999999999e-10,0,4.499999999999999e-10,0.8,4.499999999999999e-10,3.802855596699853e-08,4.499999999999999e-10,0.799999848292917,4.499999999999999e-10,0.8,4.499999999999999e-10,0.8,4.499999999999999e-10,-1.119921351374791e-11
9.299999999999999e-10,0,9.299999999999999e-10,0.8,9.299999999999999e-10,3.802854532768111e-08,9.299999999999999e-10,0.7999998482926378,9.299999999999999e-10,0.8,9.299999999999999e-10,0.8,9.299999999999999e-10,-1.11992302391139e-11
1.53e-09,0,1.53e-09,0.8,1.53e-09,3.802855882750102e-08,1.53e-09,0.7999998482932277,1.53e-09,0.8,1.53e-09,0.8,1.53e-09,-1.119919677536805e-11
2.13e-09,0,2.13e-09,0.8,2.13e-09,3.802854101036723e-08,2.13e-09,0.7999998482924499,2.13e-09,0.8,2.13e-09,0.8,2.13e-09,-1.119924090884653e-11
2.73e-09,0,2.73e-09,0.8,2.73e-09,3.802856454626051e-08,2.73e-09,0.7999998482934823,2.73e-09,0.8,2.73e-09,0.8,2.73e-09,-1.119918235545084e-11
3.33e-09,0,3.33e-09,0.8,3.33e-09,3.802853440105485e-08,3.33e-09,0.7999998482923962,3.33e-09,0.8,3.33e-09,0.8,3.33e-09,-1.1199245123476e-11
