case,capacity_bytes,total_bits,rows,columns,word_width_bits,banks,technology_node_nm,device_roadmap,column_mux_factor,subarray_rows,subarray_columns,read_latency_ns,write_latency_ns,predecoder_latency_ns,subarray_read_latency_ns,row_decoder_latency_ns,bitline_latency_ns,senseamp_latency_ns,precharge_latency_ns,charge_latency_ns,read_energy_pj,write_energy_pj,row_decoder_read_energy_pj,row_decoder_write_energy_pj,precharge_energy_pj,senseamp_energy_pj,leakage_power_uw,area_um2,area_mm2,area_efficiency_percent,notes
Baseline,2048,16384,128,128,8,1,45,LSTP,16,128,128,0.882077,0.882077,0.294494,0.587583,0.248006,0.240695,0.006485,0.334634,0.199124,1.354000,0.321000,0.054000,0.054000,0.195000,0.010000,0.485401,6196.781000,0.006197,78.168000,Reference NVSim macro topology with 8-bit words and 16x column selection. No assist or device scaling applied.
